NUCCORE_ACC	NUCCORE_CreateDate	NUCCORE_GC	BIOSAMPLE_Host	BIOSAMPLE_Host_processed	BIOSAMPLE_IsolationSource	NUCCORE_Length	BIOSAMPLE_Location	BIOSAMPLE_SampleType	NUCCORE_Topology	loc_lat	loc_lng	loc_parsed	plasmidfinder	pmlst	TAXONOMY_class	TAXONOMY_family	TAXONOMY_genus	TAXONOMY_taxon_name	TAXONOMY_order	TAXONOMY_phylum	TAXONOMY_species	TAXONOMY_strain	TAXONOMY_superkingdom	D1	D2
NZ_OW849065.1	2022-05-14	0.5189972045847544	Homo sapiens		Hospital Universitario Gregorio Maranon (Madrid)	146311	Spain		circular	39.3262345	-4.838064900000001	Spain	IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.564908	-8.150207
NZ_OW848981.1	2022-05-14	0.5132710847704018	Homo sapiens		Hospital Infanta Leonor (Madrid)	125197	Spain		circular	39.3262345	-4.838064900000001	Spain	IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.224188	3.0879328
NZ_OW848786.1	2022-05-14	0.5198759644406932	Homo sapiens		Hospital Universitario Gregorio Maranon (Madrid)	109001	Spain		circular	39.3262345	-4.838064900000001	Spain	IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A6:B-):FIA(6);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.549188	-8.121260000000001
NZ_OU342920.1	2021-10-06	0.4727182910947113			Underground farm slurry reservoir	66803			circular				IncFII(pCoo)_1, CR942285, |IncFIA(HI1)_1, AF250878, |IncFIB(pB171)_1, AB024946, |IncFII(pSFO)_1, AF401292, 	IncF RST(F57:A-:B-):FIA(~19);FIB(-);FIC(6?);FII(57,57);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.7089334	2.783236
NZ_OR509737.1	2023-10-23	0.4632482486681488				190712			circular				IncFIA(HI1)_1, AF250878, |IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, 	IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncHI1 MLST(17):HCM1_043(4);HCM1_064(1);HCM1_099(1);HCM1_116(5);HCM1_178ac(1);HCM1_259(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	0.5503455	-6.464591
NZ_OR257473.1	2023-08-14	0.527408123181632				95209			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.537502	4.421039599999999
NZ_OR257472.1	2023-08-14	0.5116136635311113				236747			circular				IncFII_1, AY458016, |IncC_1, JN157804, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	5.4793863	0.67290735
NZ_OR257469.1	2023-08-14	0.5231760872644851				70590			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.5637355	4.4601154
NZ_OR095750.1	2023-09-11	0.5211017009465518				168612			circular				IncFIC(FII)_1, AP001918, |IncR_1, DQ449578, 	IncF RST(F46:A-:B-):FIA(-);FIB(-);FIC(~4);FII(46);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.2096367	3.2367485
NZ_OR095746.1	2023-09-11	0.5052805963967695				106238			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.019568400000001	3.9780292999999998
NZ_OQ747075.1	2023-09-11	0.5267187992556361				98339			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.832917699999999	3.6007742999999994
NZ_OQ683454.1	2023-05-08	0.5073668491786959				60270			circular				IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(2,6);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli K-12	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_K-12 (83333)	Bacteria (2)	-6.7903476	2.9419758
NZ_OQ683449.1	2023-05-08	0.5197492628497486				94282			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli K-12	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)	Escherichia_coli_K-12 (83333)	Bacteria (2)	-6.3705015	4.226942
NZ_OQ534114.1	2023-09-11	0.4950348351749661				151858			circular				IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(58?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.628792	3.2287934
NZ_OQ534113.1	2023-09-11	0.4952990781479153				152736			circular				IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A6:B-):FIA(6);FIB(58?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.628871	3.2540834
NZ_OQ534112.1	2023-09-11	0.4916274126838235				139264			circular				IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(58?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.607757000000001	3.2564359
NZ_OQ534111.1	2023-09-11	0.4957596020549621				147156			circular				IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B-):FIA(-);FIB(58?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.666025999999999	3.2082555
NZ_OQ423480.1	2023-08-14	0.5220249649329121				70579			circular				IncFII(pHN7A8)_1, JN232517, 	IncF RST(F33:A-:B-):FIA(-);FIB(-);FIC(5?);FII(33);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.369022	3.7861469
NZ_OQ423479.1	2023-09-11	0.5261275090083645				76873			circular				IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.169061699999999	3.5507047
NZ_OQ423478.1	2023-08-14	0.5198286302319233				142849			circular				IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(1,6);FIB(58?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.072559399999999	5.3014660000000005
NZ_OQ423476.1	2023-09-11	0.5212954886981012				95161			circular				IncFII(pHN7A8)_1, JN232517, 	IncF RST(F33:A-:B-):FIA(-);FIB(-);FIC(5?);FII(33);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.370447	3.8058095
NZ_OQ420474.1	2023-05-02	0.5020860039622421				171620			circular				IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-8.507475999999999	3.0515296000000003
NZ_OQ420473.1	2023-05-02	0.4537464088826772				64395			linear				IncFII(29)_1, CP003035, |IncX1_1, EU370913, 	IncF RST(F30:A-:B-):FIA(-);FIB(-);FIC(5?);FII(30);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.196096400000001	3.3872225
NZ_OQ420463.1	2023-05-02	0.4576837645510263				97244			circular				IncFIB(AP001918)_1, AP001918, |IncFII(pHN7A8)_1, JN232517, 	IncF RST(F55:A-:B-):FIA(-);FIB(58?);FIC(4?);FII(55);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.7664919999999995	3.0710203999999997
NZ_OQ420462.1	2023-05-02	0.5235034674868699				68926			circular				IncFII(Yp)_1, CP000670, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(34?);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.2606454000000005	3.553314
NZ_OQ401029.1	2023-05-02	0.4706355316888711				205214			circular				IncFIA(HI1)_1, AF250878, |IncQ1_1, M28829, |IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, 	IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncHI1 MLST(10):HCM1_043(1);HCM1_064(2);HCM1_099(1);HCM1_116(1);HCM1_178ac(1);HCM1_259(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	0.4586237	-6.5530524
NZ_OQ401022.1	2023-05-02	0.5149657900544983				117802			circular				IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(42?);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.192469	3.4584782
NZ_OQ401021.1	2023-05-02	0.4955261832225874				83374			circular				IncFII(pSE11)_1, AP009242, 	IncF RST(F108:A-:B-):FIA(-);FIB(-);FIC(-);FII(108);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.5068636	2.8574352000000003
NZ_OQ344286.1	2023-05-02	0.5139245410955586				82588			circular				IncFII(29)_1, CP003035, 	IncF RST(F30:A-:B-):FIA(-);FIB(-);FIC(5?);FII(30);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.5999229999999995	3.5989988
NZ_OQ230786.1	2023-06-05	0.5179842684323194				80348			circular				IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.084668	4.049829
NZ_OP594535.1	2023-02-27	0.5179223958743645				165017			circular				IncFII(pRSB107)_1, AJ851089, |ColKP3_1, JN205800, |IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B33):FIA(2,6);FIB(33);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.8195705	5.3340254
NZ_OP378628.1	2023-02-20	0.5077646807259508				74826			circular				IncFII(pHN7A8)_1, JN232517, 	IncF RST(F73:A-:B-):FIA(-);FIB(-);FIC(5?);FII(73);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.9994783	4.0558333
NZ_OP378627.1	2023-02-20	0.5294299411962995				106796			circular				IncFII_1, AY458016, |IncFIA_1, AP001918, 	IncF RST(F2:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.5660787	-8.159289
NZ_OP378626.1	2023-02-20	0.5209612603643604				137611			circular				IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F34:A-:B-):FIA(-);FIB(53?);FIC(-);FII(34);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.8471136	3.6808748
NZ_OP378623.1	2023-02-20	0.4605376324409391				109294			circular				IncFIB(H89-PhagePlasmid)_1, HG530657, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	11.323065	-9.156203999999999
NZ_OP378621.1	2023-02-20	0.5326015186530207				145392			circular				IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(1,6);FIB(66?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.9434586	5.521952
NZ_OP378619.1	2023-02-20	0.5223134530361815				110830			circular				IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.5431237	-8.116716
NZ_OP378618.1	2023-02-20	0.510210641665652				205325			circular				IncFIB(AP001918)_1, AP001918, |IncN_1, AY046276, |IncFIA_1, AP001918, |Col156_1, NC_009781, |IncFII(pRSB107)_1, AJ851089, 	IncF RST(F1:A-:B-):FIA(2,6);FIB(20?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)|IncN MLST(-):repN(~6);traJ(4);korA(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.732812400000001	5.7687992999999995
NZ_OP378614.1	2023-02-20	0.5217508336947256				66871			circular				IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.340525599999999	4.12938
NZ_OP378610.1	2023-02-20	0.5046294367171419				119993			circular				IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII(29)_1, CP003035, 	IncF RST(F29:A-:B-):FIA(-);FIB(10?);FIC(-);FII(29);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.883993599999999	5.3770256
NZ_OP378607.1	2023-02-20	0.5186568116830066				156672			circular				IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(1,6);FIB(16?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.545193	5.6594872
NZ_OP242309.1	2023-02-13	0.5109300424544472	Homo sapiens		stool	113769	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(K)_1, JN233704, |IncFIA(HI1)_1, AF250878, |IncN_1, AY046276, |IncX1_1, EU370913, 	IncF RST(F-:A18:B-):FIA(18);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncN MLST(-):repN(1);traJ(-);korA(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	2.2309215	-0.5808808000000001
NZ_OP242295.1	2023-02-13	0.4689964372923422	Homo sapiens		stool	24981	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B20):FIA(-);FIB(20);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	1.6258110000000001	-1.5076603000000002
NZ_OP242292.1	2023-02-13	0.5114713353180564	Homo sapiens		stool	73226	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(K)_1, JN233704, |IncFIA(HI1)_1, AF250878, 	IncF RST(F-:A18:B-):FIA(18);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	2.2915711	-0.5195522
NZ_OP242286.1	2023-02-13	0.4904978122678114	Homo sapiens		stool	60565	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(K)_1, JN233704, |IncX1_1, EU370913, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	2.3100996	-0.5207963
NZ_OP242285.1	2023-02-13	0.4760240087164423	Homo sapiens		stool	259739	Laos: Vientiane		circular	17.96246	102.61318		IncFIA(HI1)_1, AF250878, |IncHI1B(R27)_1_R27, AF250878, |IncHI1A_1, AF250878, 	IncF RST(F-:A8:B-):FIA(8);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)|IncHI1 MLST(1):HCM1_043(1);HCM1_064(1);HCM1_099(1);HCM1_116(1);HCM1_178ac(1);HCM1_259(1)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	0.6047296	-6.4124594
NZ_OP242283.1	2023-02-13	0.5015137309352209	Homo sapiens		stool	139721	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, 	IncF RST(F1:A-:B-):FIA(-);FIB(33?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.436432	4.959359
NZ_OP242282.1	2023-02-13	0.5319517626395684	Homo sapiens		stool	127536	Laos: Vientiane		circular	17.96246	102.61318		IncFIA_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.569104	-8.159061
NZ_OP242277.1	2023-02-13	0.5360459558995793	Homo sapiens		stool	106711	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(F46:A-:B-):FIA(-);FIB(20?);FIC(~4);FII(46);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.065608500000001	3.289018
NZ_OP242271.1	2023-02-13	0.4735226962582294	Homo sapiens		stool	150223	Laos: Vientiane		circular	17.96246	102.61318		IncFII(29)_1, CP003035, 	IncF RST(F30:A-:B-):FIA(-);FIB(-);FIC(-);FII(30);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.025313400000001	4.0649967
NZ_OP242267.1	2023-02-13	0.4977452905665867	Homo sapiens		stool	109992	Laos: Vientiane		circular	17.96246	102.61318		IncFII(pCoo)_1, CR942285, 	IncF RST(F16:A-:B-):FIA(-);FIB(-);FIC(-);FII(16);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-5.4962482	4.211844999999999
NZ_OP242262.1	2023-02-13	0.5040702634880803	Homo sapiens		stool	99625	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(K)_1, JN233704, |p0111_1, AP010962, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-0.46956694	-0.7525928000000001
NZ_OP242256.1	2023-02-13	0.5293117893476961	Homo sapiens		stool	125325	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(1,6);FIB(66?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-6.9412208	5.4966617
NZ_OP242255.1	2023-02-13	0.5347740876105725	Homo sapiens		stool	94395	Laos: Vientiane		circular	17.96246	102.61318		IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(F46:A-:B-):FIA(-);FIB(20?);FIC(~4);FII(46);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Pseudomonadota (1224)	Escherichia_coli (562)		Bacteria (2)	-7.0963383	3.282342
